Sample	Proteobacteria	Chordata	Actinobacteria	Firmicutes	Bacteroidetes	Other	Unclassified
MUX10462.WHB8496.unmapped-both-read-and-mate	11611.0	290.0	191.0	5.0	10.0	60.0	10596.0
MUX10462.WHB8501.unmapped-both-read-and-mate	7542.0	312.0	107.0	4.0	3.0	56.0	7354.0
MUX10462.WHB8502.unmapped-both-read-and-mate	5831.0	343.0	56.0	4.0	6.0	45.0	6314.0
MUX10462.WHB8503.unmapped-both-read-and-mate	10621.0	288.0	135.0	9.0	2.0	67.0	9350.0
MUX10462.WHB8504.unmapped-both-read-and-mate	15716.0	337.0	244.0	10.0	6.0	90.0	12942.0
MUX10463.WHB8506.unmapped-both-read-and-mate	7750.0	268.0	96.0	3.0	1.0	47.0	6938.0
MUX10463.WHB8510.unmapped-both-read-and-mate	7595.0	315.0	258.0	5.0	9.0	47.0	7381.0
MUX10463.WHB8512.unmapped-both-read-and-mate	6368.0	513.0	99.0	9.0	9.0	41.0	8409.0
MUX10463.WHB8513.unmapped-both-read-and-mate	5539.0	526.0	142.0	2.0	12.0	47.0	7874.0
MUX10463.WHB8514.unmapped-both-read-and-mate	6368.0	380.0	75.0	2.0	1.0	45.0	7142.0
MUX10464.WHB8515.unmapped-both-read-and-mate	7768.0	327.0	107.0	2.0	5.0	54.0	7596.0
MUX10464.WHB8516.unmapped-both-read-and-mate	7690.0	446.0	107.0	9.0	15.0	47.0	8723.0
MUX10464.WHB8518.unmapped-both-read-and-mate	11458.0	590.0	122.0	9.0	8.0	82.0	12177.0
MUX10464.WHB8519.unmapped-both-read-and-mate	10923.0	436.0	121.0	10.0	6.0	66.0	10721.0
MUX10464.WHB8520.unmapped-both-read-and-mate	12750.0	742.0	258.0	42.0	16.0	95.0	62190.0
MUX10465.WHB8521.unmapped-both-read-and-mate	11882.0	501.0	152.0	9.0	13.0	83.0	11141.0
MUX10465.WHB8522.unmapped-both-read-and-mate	8346.0	472.0	128.0	69.0	6.0	72.0	9242.0
MUX10465.WHB8524.unmapped-both-read-and-mate	1392.0	359.0	13.0	4.0	nan	12.0	3555.0
MUX10465.WHB8525.unmapped-both-read-and-mate	8032.0	622.0	139.0	11.0	9.0	62.0	9182.0
MUX10465.WHB8526.unmapped-both-read-and-mate	10430.0	485.0	142.0	9.0	12.0	73.0	10755.0
MUX10466.WHB8527.unmapped-both-read-and-mate	17067.0	447.0	227.0	12.0	12.0	115.0	14716.0
MUX10466.WHB8528.unmapped-both-read-and-mate	16836.0	358.0	207.0	11.0	9.0	95.0	13813.0
MUX10466.WHB8530.unmapped-both-read-and-mate	5680.0	475.0	72.0	2.0	2.0	31.0	7992.0
MUX10466.WHB8531.unmapped-both-read-and-mate	9241.0	412.0	106.0	9.0	18.0	63.0	9458.0
MUX10466.WHB8532.unmapped-both-read-and-mate	7983.0	406.0	88.0	4.0	11.0	68.0	8715.0
MUX10467.WHB8533.unmapped-both-read-and-mate	9519.0	424.0	100.0	9.0	11.0	66.0	9686.0
MUX10467.WHB8534.unmapped-both-read-and-mate	9409.0	502.0	139.0	10.0	18.0	52.0	10226.0
MUX10467.WHB8536.unmapped-both-read-and-mate	8103.0	562.0	121.0	7.0	5.0	68.0	9196.0
MUX10467.WHB8537.unmapped-both-read-and-mate	9725.0	594.0	155.0	18.0	14.0	80.0	10949.0
MUX10467.WHB8538.unmapped-both-read-and-mate	12099.0	446.0	181.0	20.0	10.0	86.0	11878.0
MUX10468.WHB8542.unmapped-both-read-and-mate	3729.0	390.0	41.0	2.0	1.0	25.0	5368.0
MUX10468.WHB8543.unmapped-both-read-and-mate	10968.0	551.0	210.0	13.0	6.0	68.0	10893.0
MUX10468.WHB8544.unmapped-both-read-and-mate	7039.0	443.0	82.0	8.0	9.0	51.0	8488.0
MUX10468.WHB8546.unmapped-both-read-and-mate	15984.0	445.0	319.0	23.0	9.0	110.0	13800.0
MUX10469.WHB8540.unmapped-both-read-and-mate	2095.0	677.0	41.0	7.0	2.0	23.0	28508.0
MUX10469.WHB8545.unmapped-both-read-and-mate	8516.0	601.0	94.0	7.0	6.0	50.0	25628.0
MUX10469.WHB8550.unmapped-both-read-and-mate	2304.0	687.0	27.0	1.0	nan	26.0	21341.0
MUX10469.WHB8551.unmapped-both-read-and-mate	2677.0	658.0	32.0	19.0	7.0	15.0	20995.0
MUX10469.WHB8552.unmapped-both-read-and-mate	2648.0	642.0	24.0	1.0	2.0	14.0	21942.0
MUX10470.WHB8548.unmapped-both-read-and-mate	5781.0	688.0	70.0	9.0	3.0	33.0	25336.0
MUX10470.WHB8549.unmapped-both-read-and-mate	13364.0	822.0	199.0	11.0	6.0	71.0	35526.0
MUX10470.WHB8554.unmapped-both-read-and-mate	5002.0	951.0	64.0	2.0	4.0	35.0	35104.0
MUX10470.WHB8556.unmapped-both-read-and-mate	11114.0	712.0	109.0	6.0	4.0	54.0	34592.0
MUX10470.WHB8558.unmapped-both-read-and-mate	8084.0	784.0	182.0	6.0	5.0	54.0	27248.0
MUX10471.WHB8557.unmapped-both-read-and-mate	6178.0	761.0	62.0	6.0	5.0	40.0	26494.0
MUX10471.WHB8559.unmapped-both-read-and-mate	4264.0	706.0	44.0	5.0	4.0	27.0	24070.0
MUX10471.WHB8562.unmapped-both-read-and-mate	1695.0	612.0	13.0	4.0	4.0	11.0	19048.0
MUX10471.WHB8564.unmapped-both-read-and-mate	2840.0	805.0	147.0	6.0	9.0	34.0	25360.0
MUX10472.WHB8560.unmapped-both-read-and-mate	10163.0	899.0	121.0	7.0	4.0	52.0	36047.0
MUX10472.WHB8563.unmapped-both-read-and-mate	7328.0	892.0	107.0	15.0	10.0	46.0	29582.0
MUX10472.WHB8565.unmapped-both-read-and-mate	8995.0	815.0	147.0	11.0	5.0	64.0	30191.0
MUX10472.WHB8566.unmapped-both-read-and-mate	4194.0	653.0	50.0	6.0	6.0	29.0	19626.0
MUX10473.WHB8567.unmapped-both-read-and-mate	2162.0	700.0	29.0	nan	5.0	9.0	17967.0
MUX10473.WHB8568.unmapped-both-read-and-mate	3717.0	741.0	89.0	15.0	10.0	32.0	19418.0
MUX10473.WHB8569.unmapped-both-read-and-mate	2788.0	744.0	71.0	1.0	5.0	36.0	20447.0
MUX10473.WHB8573.unmapped-both-read-and-mate	2827.0	574.0	54.0	1.0	3.0	19.0	17088.0
MUX10474.WHB8570.unmapped-both-read-and-mate	6219.0	750.0	69.0	9.0	3.0	36.0	27293.0
MUX10474.WHB8572.unmapped-both-read-and-mate	8960.0	1021.0	103.0	5.0	7.0	59.0	34995.0
MUX10474.WHB8575.unmapped-both-read-and-mate	6776.0	816.0	98.0	7.0	9.0	60.0	26384.0
MUX10474.WHB8576.unmapped-both-read-and-mate	12221.0	923.0	205.0	18.0	9.0	107.0	41073.0
MUX10475.WHB8577.unmapped-both-read-and-mate	12492.0	848.0	102.0	5.0	4.0	75.0	28382.0
MUX10475.WHB8578.unmapped-both-read-and-mate	11582.0	712.0	153.0	9.0	8.0	67.0	24872.0
MUX10475.WHB8579.unmapped-both-read-and-mate	14443.0	714.0	194.0	3.0	7.0	103.0	30449.0
MUX10475.WHB8580.unmapped-both-read-and-mate	11347.0	615.0	175.0	6.0	8.0	84.0	27110.0
MUX10475.WHB8581.unmapped-both-read-and-mate	14608.0	814.0	157.0	11.0	5.0	81.0	29770.0
MUX10476.WHB8582.unmapped-both-read-and-mate	8274.0	679.0	130.0	13.0	7.0	42.0	21658.0
MUX10476.WHB8583.unmapped-both-read-and-mate	6529.0	616.0	145.0	5.0	8.0	54.0	23876.0
MUX10476.WHB8584.unmapped-both-read-and-mate	9161.0	771.0	148.0	13.0	5.0	53.0	22822.0
MUX10476.WHB8586.unmapped-both-read-and-mate	6423.0	706.0	173.0	5.0	7.0	53.0	21784.0
MUX10477.WHB8587.unmapped-both-read-and-mate	6785.0	715.0	102.0	4.0	3.0	63.0	21322.0
MUX10477.WHB8588.unmapped-both-read-and-mate	7453.0	747.0	155.0	4.0	4.0	50.0	21664.0
MUX10477.WHB8589.unmapped-both-read-and-mate	6562.0	738.0	142.0	6.0	12.0	68.0	20257.0
MUX10477.WHB8590.unmapped-both-read-and-mate	11117.0	739.0	152.0	4.0	9.0	84.0	22691.0
MUX10477.WHB8591.unmapped-both-read-and-mate	7736.0	955.0	98.0	4.0	10.0	58.0	23435.0
MUX10478.WHB8592.unmapped-both-read-and-mate	10291.0	813.0	78.0	12.0	4.0	55.0	22087.0
MUX10478.WHB8593.unmapped-both-read-and-mate	17755.0	894.0	229.0	20.0	14.0	124.0	33004.0
MUX10478.WHB8594.unmapped-both-read-and-mate	10174.0	878.0	308.0	18.0	7.0	75.0	27111.0
MUX10478.WHB8595.unmapped-both-read-and-mate	24212.0	749.0	267.0	17.0	11.0	119.0	31422.0
MUX10478.WHB8596.unmapped-both-read-and-mate	11445.0	657.0	119.0	10.0	5.0	83.0	25448.0
MUX10479.WHB8597.unmapped-both-read-and-mate	13926.0	711.0	215.0	9.0	4.0	101.0	29155.0
MUX10479.WHB8598.unmapped-both-read-and-mate	15955.0	678.0	200.0	17.0	10.0	108.0	27805.0
MUX10479.WHB8599.unmapped-both-read-and-mate	20945.0	818.0	259.0	21.0	12.0	144.0	34162.0
MUX10479.WHB8600.unmapped-both-read-and-mate	21907.0	895.0	346.0	11.0	17.0	126.0	38557.0
MUX10479.WHB8601.unmapped-both-read-and-mate	22579.0	907.0	237.0	17.0	12.0	140.0	36475.0
MUX10480.WHB8602.unmapped-both-read-and-mate	11175.0	565.0	200.0	38.0	10.0	68.0	20318.0
MUX10480.WHB8603.unmapped-both-read-and-mate	19566.0	658.0	294.0	9.0	15.0	123.0	27328.0
MUX10480.WHB8604.unmapped-both-read-and-mate	13208.0	657.0	190.0	7.0	7.0	96.0	23277.0
MUX10480.WHB8606.unmapped-both-read-and-mate	25347.0	810.0	391.0	17.0	25.0	214.0	32166.0
MUX10481.WHB8607.unmapped-both-read-and-mate	10507.0	526.0	156.0	13.0	1.0	70.0	14900.0
MUX10481.WHB8608.unmapped-both-read-and-mate	9983.0	583.0	128.0	7.0	12.0	56.0	14168.0
MUX10481.WHB8610.unmapped-both-read-and-mate	10379.0	556.0	194.0	8.0	6.0	75.0	17341.0
MUX10481.WHB8611.unmapped-both-read-and-mate	19148.0	518.0	202.0	20.0	8.0	112.0	19466.0
MUX10482.WHB8612.unmapped-both-read-and-mate	16279.0	567.0	256.0	11.0	11.0	121.0	19805.0
MUX10482.WHB8613.unmapped-both-read-and-mate	9501.0	530.0	197.0	5.0	9.0	75.0	15782.0
MUX10482.WHB8614.unmapped-both-read-and-mate	16936.0	497.0	470.0	17.0	12.0	173.0	20293.0
MUX10482.WHB8615.unmapped-both-read-and-mate	7681.0	579.0	109.0	5.0	6.0	55.0	14193.0
MUX10483.WHB8617.unmapped-both-read-and-mate	15576.0	590.0	195.0	18.0	5.0	103.0	17544.0
MUX10483.WHB8619.unmapped-both-read-and-mate	21480.0	517.0	340.0	18.0	11.0	165.0	22475.0
MUX10483.WHB8620.unmapped-both-read-and-mate	17303.0	561.0	273.0	16.0	13.0	119.0	19074.0
MUX10483.WHB8621.unmapped-both-read-and-mate	21277.0	600.0	269.0	19.0	nan	132.0	21433.0
MUX10484.WHB8623.unmapped-both-read-and-mate	10802.0	687.0	432.0	9.0	5.0	74.0	17408.0
MUX10484.WHB8624.unmapped-both-read-and-mate	12996.0	455.0	257.0	13.0	10.0	80.0	14760.0
MUX10484.WHB8625.unmapped-both-read-and-mate	14041.0	645.0	277.0	23.0	8.0	100.0	18154.0
MUX10484.WHB8626.unmapped-both-read-and-mate	7652.0	560.0	125.0	6.0	11.0	55.0	13181.0
MUX10484.WHB8627.unmapped-both-read-and-mate	15076.0	638.0	209.0	15.0	10.0	106.0	19136.0
MUX10485.WHB8628.unmapped-both-read-and-mate	7797.0	954.0	90.0	7.0	4.0	53.0	37247.0
MUX10485.WHB8629.unmapped-both-read-and-mate	28765.0	1032.0	349.0	24.0	18.0	176.0	47746.0
MUX10485.WHB8630.unmapped-both-read-and-mate	16174.0	1146.0	393.0	15.0	16.0	116.0	44002.0
MUX10485.WHB8631.unmapped-both-read-and-mate	16368.0	1342.0	758.0	11.0	14.0	103.0	49848.0
MUX10485.WHB8632.unmapped-both-read-and-mate	3686.0	1056.0	67.0	1.0	2.0	28.0	34379.0
MUX10486.WHB8633.unmapped-both-read-and-mate	16499.0	1349.0	212.0	5.0	10.0	94.0	49435.0
MUX10486.WHB8634.unmapped-both-read-and-mate	2577.0	1313.0	31.0	4.0	1.0	17.0	42271.0
MUX10486.WHB8635.unmapped-both-read-and-mate	2671.0	1315.0	24.0	3.0	nan	35.0	41026.0
MUX10486.WHB8636.unmapped-both-read-and-mate	7053.0	1584.0	80.0	12.0	6.0	60.0	48238.0
MUX10487.WHB8637.unmapped-both-read-and-mate	18176.0	1739.0	310.0	18.0	11.0	132.0	56999.0
MUX10487.WHB8642.unmapped-both-read-and-mate	20470.0	1863.0	889.0	15.0	9.0	124.0	60807.0
MUX10487.WHB8644.unmapped-both-read-and-mate	17796.0	1597.0	318.0	19.0	14.0	127.0	50125.0
MUX10487.WHB8645.unmapped-both-read-and-mate	16217.0	1525.0	238.0	11.0	12.0	110.0	45452.0
MUX10487.WHB8646.unmapped-both-read-and-mate	15194.0	1641.0	215.0	21.0	10.0	104.0	49869.0
MUX10488.WHB8640.unmapped-both-read-and-mate	30416.0	1069.0	643.0	31.0	11.0	214.0	54314.0
MUX10488.WHB8641.unmapped-both-read-and-mate	62594.0	1033.0	1348.0	45.0	46.0	366.0	70841.0
MUX10488.WHB8643.unmapped-both-read-and-mate	2905.0	758.0	67.0	4.0	3.0	22.0	25415.0
MUX10488.WHB8647.unmapped-both-read-and-mate	28296.0	913.0	335.0	16.0	12.0	179.0	45626.0
MUX10488.WHB8648.unmapped-both-read-and-mate	3571.0	785.0	55.0	1.0	2.0	29.0	31694.0
MUX10489.WHB8649.unmapped-both-read-and-mate	6286.0	707.0	71.0	4.0	8.0	55.0	31625.0
MUX10489.WHB8650.unmapped-both-read-and-mate	15585.0	721.0	187.0	12.0	7.0	106.0	40697.0
MUX10489.WHB8654.unmapped-both-read-and-mate	18773.0	728.0	395.0	9.0	8.0	108.0	32288.0
MUX10489.WHB8656.unmapped-both-read-and-mate	1900.0	776.0	24.0	nan	3.0	21.0	37648.0
MUX10490.WHB8652.unmapped-both-read-and-mate	9351.0	556.0	187.0	5.0	6.0	64.0	23642.0
MUX10490.WHB8653.unmapped-both-read-and-mate	10070.0	620.0	134.0	3.0	4.0	83.0	26950.0
MUX10490.WHB8655.unmapped-both-read-and-mate	3766.0	753.0	75.0	3.0	5.0	23.0	28712.0
MUX10490.WHB8659.unmapped-both-read-and-mate	2906.0	642.0	35.0	2.0	nan	19.0	24267.0
MUX10491.WHB8660.unmapped-both-read-and-mate	3624.0	945.0	53.0	5.0	3.0	23.0	37665.0
MUX10491.WHB8661.unmapped-both-read-and-mate	3536.0	786.0	73.0	3.0	19.0	36.0	25456.0
MUX10491.WHB8662.unmapped-both-read-and-mate	6137.0	724.0	54.0	7.0	5.0	53.0	28044.0
MUX10491.WHB8664.unmapped-both-read-and-mate	3303.0	697.0	105.0	5.0	2.0	23.0	29687.0
MUX10492.WHB8657.unmapped-both-read-and-mate	13164.0	906.0	148.0	9.0	9.0	102.0	41596.0
MUX10492.WHB8665.unmapped-both-read-and-mate	3813.0	704.0	65.0	3.0	2.0	34.0	27459.0
MUX10492.WHB8666.unmapped-both-read-and-mate	3025.0	625.0	295.0	1.0	nan	4253.0	24948.0
MUX10492.WHB8667.unmapped-both-read-and-mate	2632.0	608.0	69.0	4.0	nan	27.0	23539.0
MUX10492.WHB8668.unmapped-both-read-and-mate	1552.0	604.0	15.0	1.0	1.0	23.0	27633.0
MUX10493.WHB8669.unmapped-both-read-and-mate	13393.0	541.0	240.0	15.0	6.0	84.0	12392.0
MUX10493.WHB8670.unmapped-both-read-and-mate	8504.0	392.0	98.0	7.0	7.0	60.0	8610.0
MUX10493.WHB8671.unmapped-both-read-and-mate	18393.0	466.0	316.0	12.0	13.0	109.0	15317.0
MUX10493.WHB8672.unmapped-both-read-and-mate	2556.0	294.0	59.0	2.0	3.0	23.0	4787.0
MUX10493.WHB8673.unmapped-both-read-and-mate	6424.0	367.0	92.0	2.0	5.0	31.0	7023.0
MUX10494.WHB8674.unmapped-both-read-and-mate	3667.0	303.0	37.0	nan	2.0	29.0	4688.0
MUX10494.WHB8675.unmapped-both-read-and-mate	18939.0	362.0	251.0	14.0	8.0	119.0	14143.0
MUX10494.WHB8676.unmapped-both-read-and-mate	9171.0	363.0	319.0	15.0	3.0	68.0	8374.0
MUX10494.WHB8677.unmapped-both-read-and-mate	28378.0	472.0	353.0	19.0	10.0	209.0	21138.0
MUX10494.WHB8680.unmapped-both-read-and-mate	8497.0	353.0	102.0	8.0	2.0	56.0	8049.0
MUX10495.WHB8678.unmapped-both-read-and-mate	13790.0	406.0	782.0	6.0	4.0	90.0	11216.0
MUX10495.WHB8679.unmapped-both-read-and-mate	3631.0	310.0	75.0	nan	2.0	29.0	4602.0
MUX10495.WHB8681.unmapped-both-read-and-mate	3571.0	248.0	396.0	3.0	4.0	23.0	5078.0
MUX10495.WHB8682.unmapped-both-read-and-mate	2826.0	273.0	51.0	nan	2.0	10.0	4118.0
MUX10495.WHB8683.unmapped-both-read-and-mate	2458.0	323.0	41.0	2.0	1.0	16.0	4741.0
MUX10496.WHB8684.unmapped-both-read-and-mate	3377.0	311.0	63.0	3.0	1.0	12.0	5046.0
MUX10496.WHB8685.unmapped-both-read-and-mate	12912.0	449.0	426.0	12.0	13.0	112.0	12198.0
MUX10496.WHB8686.unmapped-both-read-and-mate	3759.0	367.0	68.0	nan	2.0	32.0	5599.0
MUX10496.WHB8687.unmapped-both-read-and-mate	4592.0	409.0	64.0	6.0	4.0	21.0	6339.0
MUX10497.WHB8689.unmapped-both-read-and-mate	8019.0	403.0	132.0	16.0	5.0	49.0	8485.0
MUX10497.WHB8690.unmapped-both-read-and-mate	5620.0	366.0	159.0	23.0	1.0	25.0	6845.0
MUX10498.WHB8694.unmapped-both-read-and-mate	7657.0	246.0	93.0	13.0	1.0	48.0	7184.0
MUX10498.WHB8695.unmapped-both-read-and-mate	6458.0	305.0	71.0	7.0	nan	41.0	6727.0
MUX10498.WHB8696.unmapped-both-read-and-mate	17172.0	345.0	405.0	20.0	10.0	111.0	13531.0
MUX10498.WHB8697.unmapped-both-read-and-mate	13006.0	413.0	155.0	25.0	8.0	80.0	11564.0
MUX10498.WHB8698.unmapped-both-read-and-mate	3771.0	337.0	56.0	6.0	2.0	21.0	5080.0
MUX10499.WHB8699.unmapped-both-read-and-mate	7969.0	421.0	115.0	18.0	3.0	45.0	8418.0
MUX10499.WHB8700.unmapped-both-read-and-mate	13367.0	332.0	154.0	14.0	16.0	75.0	10487.0
MUX10499.WHB8701.unmapped-both-read-and-mate	5453.0	240.0	129.0	7.0	5.0	26.0	6205.0
MUX10499.WHB8702.unmapped-both-read-and-mate	6950.0	333.0	348.0	15.0	4.0	42.0	6879.0
MUX10499.WHB8703.unmapped-both-read-and-mate	9515.0	392.0	120.0	10.0	3.0	52.0	8742.0
MUX10500.WHB8704.unmapped-both-read-and-mate	9395.0	422.0	197.0	37.0	2.0	73.0	9213.0
MUX10500.WHB8705.unmapped-both-read-and-mate	9484.0	333.0	120.0	18.0	5.0	56.0	8694.0
MUX10500.WHB8706.unmapped-both-read-and-mate	7315.0	390.0	101.0	11.0	6.0	47.0	7373.0
MUX10500.WHB8707.unmapped-both-read-and-mate	8548.0	267.0	103.0	2.0	5.0	60.0	7492.0
MUX10500.WHB8708.unmapped-both-read-and-mate	1455.0	190.0	28.0	3.0	1.0	7.0	3445.0
MUX10512.WHB8709.unmapped-both-read-and-mate	8934.0	441.0	165.0	24.0	6.0	50.0	9569.0
MUX10512.WHB8712.unmapped-both-read-and-mate	23503.0	466.0	443.0	34.0	12.0	162.0	18880.0
MUX10512.WHB8714.unmapped-both-read-and-mate	9979.0	410.0	89.0	21.0	8.0	100.0	9538.0
MUX10512.WHB8715.unmapped-both-read-and-mate	19480.0	390.0	492.0	24.0	14.0	89.0	15581.0
MUX10512.WHB8716.unmapped-both-read-and-mate	16255.0	397.0	437.0	22.0	13.0	98.0	13292.0
MUX10513.WHB8711.unmapped-both-read-and-mate	6282.0	351.0	156.0	11.0	5.0	46.0	6629.0
MUX10513.WHB8713.unmapped-both-read-and-mate	11041.0	401.0	173.0	10.0	12.0	61.0	9491.0
MUX10513.WHB8717.unmapped-both-read-and-mate	11406.0	413.0	127.0	8.0	8.0	72.0	9911.0
MUX10513.WHB8718.unmapped-both-read-and-mate	15249.0	313.0	173.0	19.0	11.0	103.0	11552.0
MUX10513.WHB8719.unmapped-both-read-and-mate	19471.0	367.0	401.0	41.0	68.0	139.0	14641.0
MUX10514.WHB8720.unmapped-both-read-and-mate	13043.0	388.0	228.0	12.0	20.0	105.0	10959.0
MUX10514.WHB8721.unmapped-both-read-and-mate	17638.0	398.0	208.0	32.0	33.0	117.0	13863.0
MUX10514.WHB8722.unmapped-both-read-and-mate	6255.0	322.0	151.0	9.0	5.0	43.0	6665.0
MUX10514.WHB8723.unmapped-both-read-and-mate	9325.0	218.0	143.0	11.0	9.0	58.0	7944.0
MUX10514.WHB8724.unmapped-both-read-and-mate	7658.0	264.0	99.0	8.0	10.0	53.0	7141.0
MUX10515.WHB8725.unmapped-both-read-and-mate	9696.0	185.0	126.0	16.0	8.0	77.0	8179.0
MUX10515.WHB8726.unmapped-both-read-and-mate	11503.0	319.0	287.0	13.0	5.0	62.0	9096.0
MUX10515.WHB8728.unmapped-both-read-and-mate	7457.0	379.0	333.0	17.0	7.0	68.0	7380.0
MUX10515.WHB8729.unmapped-both-read-and-mate	7503.0	425.0	101.0	14.0	9.0	49.0	7487.0
MUX10516.WHB8730.unmapped-both-read-and-mate	10244.0	351.0	158.0	17.0	10.0	59.0	8616.0
MUX10516.WHB8731.unmapped-both-read-and-mate	13432.0	305.0	162.0	14.0	14.0	81.0	10223.0
MUX10516.WHB8732.unmapped-both-read-and-mate	21600.0	243.0	213.0	22.0	17.0	142.0	15360.0
MUX10516.WHB8733.unmapped-both-read-and-mate	8182.0	320.0	116.0	10.0	4.0	64.0	7415.0
MUX10516.WHB8734.unmapped-both-read-and-mate	6829.0	274.0	102.0	6.0	4.0	44.0	6962.0
MUX10517.WHB8735.unmapped-both-read-and-mate	9970.0	334.0	180.0	7.0	10.0	59.0	8002.0
MUX10517.WHB8736.unmapped-both-read-and-mate	2049.0	309.0	44.0	7.0	nan	14.0	3974.0
MUX10517.WHB8737.unmapped-both-read-and-mate	8019.0	411.0	146.0	16.0	5.0	49.0	7499.0
MUX10517.WHB8740.unmapped-both-read-and-mate	23436.0	339.0	269.0	27.0	17.0	147.0	15806.0
MUX10518.WHB8739.unmapped-both-read-and-mate	7975.0	380.0	240.0	6.0	11.0	63.0	7380.0
MUX10518.WHB8741.unmapped-both-read-and-mate	11485.0	378.0	203.0	22.0	14.0	56.0	9705.0
MUX10518.WHB8742.unmapped-both-read-and-mate	8319.0	411.0	119.0	10.0	9.0	44.0	7764.0
MUX10518.WHB8743.unmapped-both-read-and-mate	5111.0	312.0	76.0	11.0	3.0	31.0	5306.0
MUX10518.WHB8744.unmapped-both-read-and-mate	6060.0	296.0	126.0	10.0	9.0	31.0	6888.0
MUX10519.WHB8745.unmapped-both-read-and-mate	18727.0	319.0	229.0	21.0	6.0	98.0	13754.0
MUX10519.WHB8746.unmapped-both-read-and-mate	13654.0	361.0	223.0	14.0	12.0	88.0	10886.0
MUX10519.WHB8747.unmapped-both-read-and-mate	15354.0	326.0	281.0	15.0	9.0	101.0	12079.0
MUX10519.WHB8748.unmapped-both-read-and-mate	16506.0	340.0	199.0	17.0	7.0	106.0	12226.0
MUX10520.WHB8751.unmapped-both-read-and-mate	9511.0	538.0	148.0	17.0	9.0	62.0	25397.0
MUX10520.WHB8752.unmapped-both-read-and-mate	9435.0	739.0	273.0	22.0	4.0	46.0	29165.0
MUX10520.WHB8753.unmapped-both-read-and-mate	15058.0	583.0	313.0	12.0	22.0	89.0	28085.0
MUX10520.WHB8754.unmapped-both-read-and-mate	14465.0	638.0	190.0	23.0	8.0	83.0	28434.0
MUX10521.WHB8755.unmapped-both-read-and-mate	15043.0	715.0	251.0	20.0	9.0	99.0	31160.0
MUX10521.WHB8756.unmapped-both-read-and-mate	12949.0	746.0	108.0	11.0	4.0	66.0	29725.0
MUX10521.WHB8757.unmapped-both-read-and-mate	14029.0	710.0	229.0	26.0	4.0	99.0	26447.0
MUX10521.WHB8758.unmapped-both-read-and-mate	16136.0	665.0	192.0	18.0	5.0	87.0	25807.0
MUX10522.WHB8760.unmapped-both-read-and-mate	15639.0	680.0	639.0	20.0	4.0	80.0	26701.0
MUX10522.WHB8761.unmapped-both-read-and-mate	13522.0	585.0	131.0	18.0	4.0	77.0	24302.0
MUX10522.WHB8762.unmapped-both-read-and-mate	14456.0	585.0	1024.0	17.0	5.0	70.0	26308.0
MUX10522.WHB8763.unmapped-both-read-and-mate	20400.0	560.0	425.0	18.0	5.0	106.0	28692.0
MUX10522.WHB8764.unmapped-both-read-and-mate	16954.0	630.0	149.0	19.0	12.0	109.0	26615.0
MUX10523.WHB8765.unmapped-both-read-and-mate	19665.0	677.0	359.0	23.0	6.0	115.0	28284.0
MUX10523.WHB8766.unmapped-both-read-and-mate	10885.0	711.0	254.0	18.0	5.0	54.0	29192.0
MUX10523.WHB8767.unmapped-both-read-and-mate	8372.0	508.0	236.0	29.0	8.0	71.0	21586.0
MUX10523.WHB8769.unmapped-both-read-and-mate	8324.0	570.0	99.0	31.0	2.0	45.0	25501.0
MUX10559.WHB6706.unmapped-both-read-and-mate	1177.0	444.0	11.0	2.0	3.0	26.0	5431.0
MUX10559.WHB6709.unmapped-both-read-and-mate	6157.0	340.0	78.0	11.0	1.0	27.0	8269.0
MUX10559.WHB6711.unmapped-both-read-and-mate	1799.0	318.0	15.0	4.0	2.0	13.0	4448.0
MUX10559.WHB6713.unmapped-both-read-and-mate	2091.0	368.0	228.0	12.0	5.0	14.0	5445.0
MUX10559.WHB6718.unmapped-both-read-and-mate	1743.0	361.0	9.0	7.0	1.0	12.0	5134.0
MUX10560.WHB6720.unmapped-both-read-and-mate	1228.0	241.0	17.0	7.0	nan	9.0	3423.0
MUX10560.WHB6722.unmapped-both-read-and-mate	1929.0	234.0	26.0	9.0	1.0	7.0	4708.0
MUX10560.WHB6725.unmapped-both-read-and-mate	2693.0	359.0	87.0	11.0	24.0	21.0	5204.0
MUX10560.WHB6730.unmapped-both-read-and-mate	1518.0	483.0	10.0	12.0	2.0	5.0	5366.0
MUX10560.WHB6734.unmapped-both-read-and-mate	3037.0	342.0	31.0	6.0	1.0	18.0	5046.0
MUX10561.WHB6737.unmapped-both-read-and-mate	2064.0	378.0	13.0	10.0	5.0	7.0	5093.0
MUX10561.WHB6740.unmapped-both-read-and-mate	1961.0	409.0	19.0	6.0	nan	15.0	5192.0
MUX10561.WHB6744.unmapped-both-read-and-mate	1461.0	350.0	26.0	1.0	nan	9.0	4088.0
MUX10561.WHB6745.unmapped-both-read-and-mate	1846.0	314.0	22.0	7.0	nan	5.0	4115.0
MUX10561.WHB6749.unmapped-both-read-and-mate	1441.0	333.0	22.0	5.0	nan	9.0	4149.0
MUX10562.WHB6751.unmapped-both-read-and-mate	843.0	319.0	6.0	1.0	nan	9.0	3611.0
MUX10562.WHB6752.unmapped-both-read-and-mate	1571.0	339.0	12.0	3.0	3.0	14.0	4044.0
MUX10562.WHB6756.unmapped-both-read-and-mate	1072.0	298.0	11.0	2.0	1.0	3.0	3548.0
